id,eng_word,pl_word,score
3722,planned,zaplanowany,4.69
3723,were,byli,6.34
3724,budget,budżet,4.82
3725,fantastic,fantastyczny,4.71
3726,improve,poprawić,4.79
3727,awarded,nagrodzony,4.35
3728,ranging,zakres,4.19
3729,schools,szkoły,5.05
3730,order,kolejność,5.49
3731,pace,tempo,4.38
3732,driven,napędzany,4.54
3733,conduct,zachowanie,4.52
3734,waiting,oczekiwanie,5.06
3735,focuses,skupia się,4.08
3736,continent,kontynent,4.07
3737,mexican,meksykański,4.41
3738,formation,formacja,4.49
3739,kitchen,kuchnia,4.65
3740,panels,panele,4.06
3741,proposed,proponowany,4.71
3742,exchange,wymiana,4.85
3743,fucking,pieprzenie,5.33
3744,margaret,Margaret,4.23
3745,comedy,komedia,4.51
3746,alien,obcy,4.29
3747,french,francuski,5.09
3748,ultimate,najlepsze,4.53
3749,profile,profil,4.82
3750,thousands,tysiące,4.77
3751,linda,linda,4.06
3752,hey,hej,5.12
3753,commissioner,komisarz,4.43
3754,cause,przyczyna,5.35
3755,provide,zapewnić,5.15
3756,earthquake,trzęsienie ziemi,4.15
3757,salt,sól,4.6
3758,attorneys,prawnicy,4.01
3759,breed,rasa,4.08
3760,facing,w obliczu,4.5
3761,killer,zabójca,4.47
3762,against,przeciwko,5.68
3763,argentina,Argentyna,4.22
3764,jon,jon,4.31
3765,criminal,karny,4.75
3766,scan,skan,4.07
3767,remain,pozostać,4.83
3768,sum,suma,4.34
3769,courtesy,uprzejmość,4.13
3770,musical,muzyczny,4.51
3771,look,wygląd,5.81
3772,tropical,tropikalny,4.18
3773,strategic,strategiczny,4.43
3774,inc,inc,4.77
3775,mill,młyn,4.38
3776,pussy,cipka,4.24
3777,focused,skoncentrowany,4.65
3778,estimated,szacunkowy,4.62
3779,bin,kosz,4.22
3780,heard,słyszał,5.27
3781,diamonds,diamenty,4.02
3782,written,pisemny,5.09
3783,zero,zero,4.63
3784,urban,miejskie,4.65
3785,shipped,wysłane,4.03
3786,civilian,cywil,4.23
3787,charter,statut,4.23
3788,allowed,dozwolone,5.03
3789,remained,pozostały,4.62
3790,assignment,zadanie,4.18
3791,destroy,zniszczyć,4.52
3792,assume,zakładać,4.57
3793,market,rynek,5.29
3794,sealed,zapieczętowany,4.12
3795,its,jego,6.14
3796,strong,silny,5.22
3797,flavor,smak,4.04
3798,scott,scott,4.72
3799,dose,dawka,4.2
3800,engaged,zaręczony,4.52
3801,gloves,rękawiczki,4.04
3802,option,opcja,4.8
3803,listed,wymienione,4.69
3804,underlying,podstawowy,4.17
3805,farm,gospodarstwo,4.75
3806,ian,ian,4.32
3807,dragon,smok,4.41
3808,contemporary,współczesny,4.49
3809,thought,myśl,5.59
3810,device,urządzenie,4.67
3811,checked,sprawdzone,4.54
3812,succeed,odnieść sukces,4.29
3813,frequency,częstotliwość,4.36
3814,festival,festiwal,4.72
3815,locked,zablokowany,4.43
3816,bob,bob,4.63
3817,increases,wzrosty,4.46
3818,fuck,pieprzyć,5.39
3819,pole,słup,4.23
3820,internal,wewnętrzny,4.66
3821,celebrity,gwiazdy,4.29
3822,desk,biurko,4.43
3823,loss,strata,5.07
3824,similar,podobne,5.21
3825,inclusion,włączenie,4.02
3826,chest,klatka piersiowa,4.52
3827,collins,Collins,4.15
3828,mining,górnictwo,4.56
3829,violation,naruszenie,4.15
3830,photographs,fotografie,4.34
3831,rides,przejażdżki,4.06
3832,theft,kradzież,4.13
3833,saints,święci,4.16
3834,pale,blady,4.08
3835,pockets,kieszenie,4.08
3836,transactions,transakcje,4.22
3837,stats,statystyki,4.33
3838,path,ścieżka,4.71
3839,junk,śmieci,4.03
3840,freely,swobodnie,4.07
3841,worth,warto,5.16
3842,celebrate,świętować,4.49
3843,ability,umiejętność,4.96
3844,yards,dworze,4.51
3845,ups,up,4.41
3846,reached,osiągnięty,4.85
3847,held,odbywający się,5.24
3848,accessible,dostępny,4.18
3849,models,modele,4.74
3850,arrested,aresztowany,4.64
3851,develop,rozwijać,4.75
3852,promise,obietnica,4.71
3853,meaningful,znaczący,4.14
3854,customers,klienci,4.78
3855,according,zgodnie z,5.28
3856,gain,zysk,4.81
3857,hampshire,Hampshire,4.01
3858,duncan,duncan,4.02
3859,mechanical,mechaniczny,4.33
3860,prayers,modlitwy,4.12
3861,confident,pewny siebie,4.43
3862,copy,kopia,4.77
3863,dual,podwójny,4.28
3864,combination,kombinacja,4.61
3865,interior,wnętrze,4.55
3866,excessive,nadmierny,4.12
3867,basement,piwnica,4.18
3868,jessica,jessica,4.17
3869,all,wszystko,6.52
3870,chapters,rozdziały,4.1
3871,away,z dala,5.62
3872,industries,branże,4.42
3873,knew,wiedział,5.2
3874,floating,pływające,4.18
3875,expense,koszt,4.23
3876,significance,znaczenie,4.18
3877,improvements,ulepszenia,4.27
3878,puerto,Puerto,4.04
3879,brown,brązowy,5.01
3880,jacket,kurtka,4.32
3881,acres,akry,4.17
3882,soft,miękki,4.68
3883,gonna,zamierzam,5.29
3884,constitution,konstytucja,4.56
3885,insight,wgląd,4.19
3886,universities,uniwersytety,4.36
3887,jose,jose,4.21
3888,frame,ramka,4.58
3889,conservation,ochrona,4.33
3890,putting,umieszczanie,4.86
3891,perfectly,doskonale,4.61
3892,points,punkty,5.23
3893,consequences,konsekwencje,4.47
3894,opposite,przeciwna,4.62
3895,lived,przeżyty,4.88
3896,michelle,michelle,4.16
3897,transfers,przeniesienia,4.02
3898,covered,objęte,4.83
3899,percent,procent,5.04
3900,climb,wspinaczka,4.22
3901,raises,podnosi,4.05
3902,bond,bond,4.59
3903,dean,dziekan,4.4
3904,dave,Dave,4.44
3905,prepare,przygotować,4.55
3906,lloyd,lloyd,4.03
3907,church,kościół,5.16
3908,rope,lina,4.06
3909,once,raz,5.53
3910,douglas,douglas,4.21
3911,potentially,potencjalnie,4.39
3912,exhibition,wystawa,4.37
3913,sexually,seksualnie,4.13
3914,lead,główny,5.2
3915,harvest,żniwa,4.03
3916,virgin,dziewica,4.35
3917,results,wyniki,5.23
3918,purchases,zakupy,4.11
3919,wine,wino,4.74
3920,sierra,sierra,4.06
3921,sentences,zdania,4.13
3922,cent,cent,4.83
3923,loves,kocha,4.66
3924,maximum,maksymalny,4.6
3925,crime,przestępczość,4.89
3926,eternal,wieczny,4.11
3927,alice,alice,4.26
3928,concept,koncepcja,4.77
3929,represented,reprezentowany,4.53
3930,mad,szalony,4.74
3931,nine,dziewięć,4.87
3932,administrator,administrator,4.07
3933,plain,zwykły,4.43
3934,civil,cywilny,4.93
3935,buried,zakopany,4.4
3936,painted,malowane,4.35
3937,light,światło,5.33
3938,prominent,wyraźny,4.33
3939,desert,pustynia,4.4
3940,advisor,doradca,4.01
3941,settings,ustawienia,4.23
3942,terrorism,terroryzm,4.24
3943,options,opcje,4.71
3944,extension,rozszerzenie,4.46
3945,norman,norman,4.14
3946,losses,straty,4.45
3947,europe,Europa,5.04
3948,thereby,w ten sposób,4.03
3949,hudson,Hudson,4.03
3950,theoretical,teoretyczny,4.01
3951,tunnel,tunel,4.24
3952,adam,adam,4.57
3953,electronic,elektroniczne,4.55
3954,confusion,zamieszanie,4.19
3955,start,początek,5.56
3956,packed,zapełniony,4.31
3957,potatoes,ziemniaki,4.09
3958,observe,obserwować,4.06
3959,significantly,znacznie,4.54
3960,butler,lokaj,4.08
3961,based,oparty,5.51
3962,meet,spotkać,5.27
3963,virus,wirus,4.42
3964,beef,wołowina,4.29
3965,strategy,strategia,4.74
3966,layers,warstwy,4.17
3967,mix,miks,4.71
3968,adventures,przygody,4.15
3969,holds,przechowuje,4.6
3970,ages,wieki,4.53
3971,parker,parker,4.23
3972,indeed,rzeczywiście,4.79
3973,claims,twierdzenia,4.86
3974,footage,materiał filmowy,4.31
3975,gospel,ewangelia,4.18
3976,near,w pobliżu,5.29
3977,grace,łaska,4.56
3978,made,wykonane,5.92
3979,location,lokalizacja,4.86
3980,intensive,intensywny,4.06
3981,beach,plaża,4.92
3982,awards,nagrody,4.71
3983,including,w tym,5.52
3984,dec,grudzień,4.29
3985,normal,normalny,5.01
3986,hit,trafienie,5.37
3987,eventually,w końcu,4.88
3988,bid,oferta,4.4
3989,figures,dane,4.73
3990,pressing,pilny,4.08
3991,pain,ból,5.03
3992,gps,GPS,4.03
3993,short,krótki,5.33
3994,generations,pokolenia,4.29
3995,preventing,zapobieganie,4.12
3996,aged,stary,4.5
3997,volunteer,wolontariusz,4.28
3998,attitudes,postawy,4.01
3999,restored,przywrócony,4.12
4000,dies,umiera,4.41
4001,extent,zakres,4.47
4002,stocks,akcje,4.28
4003,good,dobry,6.12
4004,few,kilka,5.6
4005,praise,pochwała,4.31
4006,actress,aktorka,4.45
4007,bullet,pocisk,4.24
4008,ordinary,zwykły,4.42
4009,thomas,Thomas,4.84
4010,lakes,jeziora,4.14
4011,math,matematyka,4.45
4012,dialogue,dialog,4.29
4013,cigarette,papieros,4.06
4014,detail,szczegóły,4.57
4015,text,tekst,5.01
4016,denmark,Dania,4.04
4017,condition,stan,4.86
4018,tracking,śledzenie,4.25
4019,senator,senator,4.58
4020,break,przerwa,5.18
4021,shelter,schron,4.25
4022,electoral,wyborczy,4.12
4023,ours,nasze,4.16
4024,colour,kolor,4.49
4025,nato,NATO,4.01
4026,tony,Tony,4.64
4027,layer,warstwa,4.4
4028,union,związek,5.08
4029,traveling,podróżowanie,4.27
4030,maria,maria,4.34
4031,patient,pacjent,4.77
4032,dressed,ubrany,4.42
4033,usually,zazwyczaj,5.15
4034,search,wyszukiwanie,4.96
4035,outstanding,wybitny,4.5
4036,myself,ja,5.31
4037,peter,peter,4.88
4038,diseases,choroby,4.36
4039,northwest,północny zachód,4.14
4040,filled,wypełniony,4.7
4041,highway,autostrada,4.49
4042,jacob,jakub,4.23
4043,dollars,dolary,4.78
4044,social,społeczny,5.42
4045,pattern,wzór,4.56
4046,mentioned,wspomniane,4.83
4047,hunting,polowanie,4.42
4048,draw,losowanie,4.81
4049,courses,kursy,4.46
4050,railway,kolej,4.46
4051,blog,blog,4.73
4052,oak,dąb,4.18
4053,original,oryginalny,5.16
4054,july,lipiec,5.17
4055,tops,najlepsze,4.07
4056,fight,walka,5.23
4057,arctic,arktyczne,4.03
4058,occasional,okazjonalny,4.12
4059,genre,slide,4.17
4060,barrier,bariera,4.15
4061,admit,przyznać,4.58
4062,taylor,taylor,4.65
4063,radiation,promieniowanie,4.27
4064,missing,brak,5.05
4065,dated,przestarzały,4.29
4066,wow,wow,4.96
4067,rocky,rockowy,4.16
4068,prices,ceny,4.88
4069,pulling,pobieranie,4.35
4070,stick,patyk,4.76
4071,management,zarządzanie,5.13
4072,report,raport,5.32
4073,parties,imprezy,4.89
4074,sony,Sony,4.19
4075,aware,świadomy,4.78
4076,wait,czekać,5.35
4077,titled,tytułowe,4.1
4078,proven,sprawdzony,4.33
4079,help,pomoc,5.75
4080,lung,płuca,4.1
4081,connected,połączony,4.68
4082,convicted,skazany,4.2
4083,responsibilities,obowiązki,4.15
4084,brought,przywiózł,5.16
4085,daddy,tata,4.36
4086,appeals,odwołania,4.22
4087,begins,zaczyna,4.62
4088,nigeria,Nigeria,4.33
4089,grid,siatka,4.18
4090,animals,zwierzęta,4.84
4091,rank,pozycja,4.44
4092,fair,sprawiedliwy,4.99
4093,diverse,różnorodny,4.24
4094,loan,pożyczka,4.68
4095,buck,kozioł,4.01
4096,joe,Joe,4.78
4097,accommodation,zakwaterowanie,4.06
4098,code,kod,5.08
4099,request,zapytanie,4.76
4100,selection,wybór,4.62
4101,baltimore,baltimore,4.22
4102,juan,Juan,4.12
4103,stolen,skradziony,4.41
4104,illness,choroba,4.41
4105,exports,eksport,4.09
4106,journey,podróż,4.65
4107,purchased,zakupiony,4.47
4108,del,del,4.32
4109,charges,opłaty,4.68
4110,several,kilka,5.39
4111,critical,krytyczny,4.83
4112,chinese,chiński,5.01
4113,officials,urzędnicy,4.68
4114,indicated,wskazany,4.34
4115,nationwide,ogólnokrajowy,4.07
4116,place,miejsce,5.71
4117,chart,wykres,4.47
4118,assault,ataki,4.44
4119,corruption,korupcja,4.35
4120,relation,relacja,4.31
4121,amsterdam,amsterdam,4.03
4122,rebel,buntownik,4.08
4123,concluded,zakończone,4.35
4124,survivors,ocalałych,4.1
4125,dealer,sprzedawca,4.19
4126,conscious,świadomy,4.18
4127,reaching,osiąganie,4.46
4128,leaf,liść,4.22
4129,customs,cło,4.19
4130,queen,królowa,4.86
4131,lovely,uroczy,4.74
4132,judges,sędziowie,4.42
4133,encouraged,zachęcany,4.32
4134,apr,kwiecień,4.02
4135,monitoring,monitorowanie,4.34
4136,park,park,5.16
4137,killed,zabity,5.22
4138,tribes,plemiona,4.03
4139,harbor,port,4.15
4140,eye,oko,5.02
4141,buyer,kupujący,4.03
4142,bay,zatoka,4.73
4143,twist,zwrot akcji,4.22
4144,hosting,hosting,4.16
4145,protective,ochronny,4.13
4146,fail,niepowodzenie,4.61
4147,young,młody,5.43
4148,introduced,wprowadzony,4.72
4149,swim,pływać,4.21
4150,identifying,identyfikowanie,4.03
4151,tender,delikatny,4.09
4152,tune,dostrajanie,4.27
4153,pakistan,pakistan,4.55
4154,edwards,edwards,4.04
4155,maintain,utrzymywać,4.65
4156,alex,alex,4.62
4157,innovative,innowacyjny,4.1
4158,cure,lekarstwo,4.32
4159,pregnant,w ciąży,4.56
4160,vegas,Vegas,4.42
4161,designated,wyznaczony,4.25
4162,teens,nastolatki,4.16
4163,earn,zarabiać,4.48
4164,coffee,kawa,4.86
4165,nuts,orzechy,4.3
4166,genuine,prawdziwy,4.37
4167,yet,jeszcze,5.54
4168,risk,ryzyko,5.05
4169,sydney,Sydney,4.53
4170,safer,bezpieczniejszy,4.09
4171,steve,Steve,4.71
4172,shadow,cień,4.44
4173,conference,konferencja,5.01
4174,bristol,bristol,4.03
4175,concepts,koncepcje,4.26
4176,est,najbardziej,4.11
4177,fort,fort,4.45
4178,resist,opierać się,4.2
4179,zone,strefa,4.72
4180,truly,naprawdę,4.87
4181,landscape,krajobraz,4.36
4182,old,stary,5.75
4183,matched,dopasowany,4.01
4184,essay,esej,4.23
4185,republic,republika,4.6
4186,manage,zarządzać,4.54
4187,coin,moneta,4.19
4188,kim,kim,4.59
4189,retreat,wycofanie,4.13
4190,syndrome,zespół,4.23
4191,escape,ucieczka,4.64
4192,high,wysoki,5.75
4193,delivery,dostawa,4.59
4194,survival,przetrwanie,4.37
4195,pad,podkładka,4.01
4196,irish,irlandzki,4.54
4197,skill,umiejętność,4.42
4198,chat,czat,4.57
4199,suit,garnitur,4.7
4200,lamb,jagnię,4.02
4201,whether,czy,5.32
4202,freeze,zamrożenie,4.11
4203,destiny,przeznaczenie,4.19
4204,cycle,cykl,4.6
4205,instrument,instrument,4.26
4206,planet,planeta,4.68
4207,corn,kukurydza,4.19
4208,gap,różnica,4.47
4209,nevada,Nevada,4.04
4210,reforms,reformy,4.06
4211,unless,chyba że,4.98
4212,bishop,biskup,4.38
4213,gather,zbierać,4.24
4214,newly,nowo,4.42
4215,rounds,rundy,4.3
4216,weekly,tygodniowy,4.57
4217,climbing,wspinaczka,4.12
4218,prison,więzienie,4.8
4219,skin,skóra,4.91
4220,toys,zabawki,4.25
4221,establish,ustanowić,4.46
4222,publishers,wydawcy,4.07
4223,themselves,sami,5.16
4224,arch,łuk,4.02
4225,rule,zasada,4.94
4226,senate,senat,4.8
4227,signed,podpisane,4.85
4228,they,oni,6.5
4229,vitamin,witamina,4.01
4230,oriented,zorientowany,4.12
4231,parks,parki,4.33
4232,madrid,madryt,4.3
4233,empire,imperium,4.54
4234,adventure,przygoda,4.46
4235,preserve,rezerwat,4.19
4236,references,referencje,4.42
4237,gets,otrzymuje,5.25
4238,strike,strajk,4.66
4239,storage,przechowywanie,4.57
4240,concerned,zainteresowane,4.75
4241,individual,indywidualne,5.0
4242,serial,serial,4.23
4243,hanging,wisząca,4.5
4244,plants,rośliny,4.71
4245,reviews,recenzje,4.58
4246,boost,wzmocnienie,4.41
4247,seem,wydawać się,5.08
4248,absolute,absolutny,4.54
4249,wave,fala,4.62
4250,forms,formularze,4.73
4251,sheet,arkusz,4.4
4252,quarters,kwarty,4.23
4253,river,rzeka,5.03
4254,ballot,karta do głosowania,4.06
4255,ranch,ranczo,4.03
4256,york,york,5.37
4257,tools,narzędzia,4.59
4258,dictionary,słownik,4.02
4259,helped,pomógł,4.88
4260,wedding,ślub,4.83
4261,entitled,uprawniony,4.51
4262,signing,podpisanie,4.4
4263,deemed,uznany,4.19
4264,striking,uderzające,4.2
4265,residence,miejsce zamieszkania,4.36
4266,publicly,publicznie,4.28
4267,identical,identyczny,4.21
4268,party,impreza,5.49
4269,anna,anna,4.37
4270,specially,specjalnie,4.01
4271,caring,troska,4.2
4272,table,tabela,5.05
4273,fitted,dopasowane,4.13
4274,constitutional,konstytucyjny,4.33
4275,appropriate,odpowiedni,4.67
4276,total,łącznie,5.21
4277,temporarily,tymczasowo,4.06
4278,scores,wyniki,4.43
4279,vertical,pionowy,4.15
4280,minutes,minuty,5.31
4281,dozens,dziesiątki,4.13
4282,majority,większość,4.94
4283,badge,odznaka,4.02
4284,meetings,spotkania,4.48
4285,chains,łańcuchy,4.11
4286,kiss,pocałunek,4.58
4287,abortion,aborcja,4.24
4288,pursue,dążyć,4.26
4289,import,import,4.1
4290,conducting,prowadzenie,4.07
4291,cook,gotować,4.65
4292,resource,zasób,4.39
4293,herself,sama,4.78
4294,investigate,zbadaj,4.31
4295,enterprise,przedsiębiorstwo,4.38
4296,corresponding,odpowiadające,4.13
4297,front,strona główna,5.28
4298,illegal,nielegalny,4.68
4299,judgment,wyrok,4.28
4300,continuous,ciągły,4.21
4301,checking,sprawdzanie,4.43
4302,bars,bary,4.45
4303,professor,profesor,4.9
4304,acquisition,przejęcie,4.26
4305,more,więcej,6.36
4306,approved,zatwierdzony,4.64
4307,small,mały,5.51
4308,mature,dojrzały,4.28
4309,dealers,sprzedawcy,4.01
4310,enjoy,cieszyć się,5.09
4311,view,wyświetl,5.19
4312,components,elementy,4.44
4313,degree,stopień,4.94
4314,boat,łódź,4.71
4315,complaint,skarga,4.32
4316,statement,oświadczenie,4.97
4317,missions,misje,4.2
4318,outlook,perspektywa,4.07
4319,risks,ryzyko,4.35
4320,secured,zabezpieczony,4.23
4321,decent,przyzwoity,4.4
4322,roy,roy,4.25
4323,rather,raczej,5.32
4324,villages,wioski,4.17
4325,angela,angela,4.02
4326,absolutely,absolutnie,4.98
4327,energy,energia,5.23
4328,thrown,rzucony,4.4
4329,highlight,podświetlenie,4.21
4330,details,szczegóły,4.91
4331,heavily,intensywnie,4.54
4332,salmon,łosoś,4.01
4333,reading,czytanie,5.14
4334,collective,koalicja,4.3
4335,ruth,ruth,4.05
4336,settle,osiedlać się,4.37
4337,generally,ogólnie,4.95
4338,february,luty,5.03
4339,jersey,jersey,4.66
4340,mobile,komórkowy,4.85
4341,witch,czarownica,4.11
4342,william,William,4.88
4343,voice,głos,5.07
4344,mere,zwykły,4.13
4345,channel,kanał,4.85
4346,might,może,5.66
4347,watch,obejrzyj,5.34
4348,sweden,Szwecja,4.4
4349,enhanced,ulepszone,4.08
4350,fully,całkowicie,4.89
4351,filter,filtr,4.28
4352,delicious,pyszny,4.34
4353,christians,chrześcijanie,4.37
4354,penis,penis,4.05
4355,bath,kąpiel,4.44
4356,spy,szpieg,4.24
4357,respect,szacunek,5.03
4358,room,pokój,5.39
4359,emphasis,podkreślenie,4.19
4360,his,jego,6.51
4361,finals,finały,4.45
4362,substitute,zastąpić,4.17
4363,commission,prowizja,4.91
4364,picks,wybory,4.24
4365,too,zbyt,5.95
4366,lessons,lekcje,4.38
4367,argument,argument,4.64
4368,sin,grzech,4.37
4369,touch,dotknięcie,4.91
4370,busy,zajęty,4.75
4371,cameras,kamery,4.34
4372,raised,wychowany,4.84
4373,barry,barry,4.26
4374,sectors,sektory,4.07
4375,holmes,holmes,4.06
4376,dish,naczynie,4.21
4377,colors,kolory,4.46
4378,enabled,włączony,4.11
4379,arab,arabski,4.39
4380,live,na żywo,5.54
4381,decades,dziesięciolecia,4.58
4382,finance,finanse,4.65
4383,fires,pożary,4.17
4384,phones,telefony,4.45
4385,society,społeczeństwo,5.17
4386,machine,maszyna,4.9
4387,represents,oznacza,4.48
4388,figured,wyobrażałem sobie,4.39
4389,difficulty,trudność,4.33
4390,marketing,marketing,4.78
4391,september,wrzesień,5.15
4392,silver,srebro,4.81
4393,engineer,inżynier,4.5
4394,sort,sortuj,5.0
4395,chain,łańcuch,4.65
4396,premium,premium,4.33
4397,music,muzyka,5.52
4398,monsters,potwory,4.17
4399,advertising,reklama,4.54
4400,criticism,krytyka,4.49
4401,diary,pamiętnik,4.09
4402,quest,poszukiwanie,4.27
4403,iowa,iowa,4.33
4404,bringing,przynoszenie,4.71
4405,ratings,oceny,4.25
4406,entity,podmiot,4.12
4407,steps,kroki,4.73
4408,experimental,eksperymentalny,4.28
4409,produces,wytwarza,4.19
4410,transferred,przeniesiony,4.36
4411,sat,siedzieć,4.64
4412,roses,róże,4.01
4413,ongoing,trwające,4.32
4414,agrees,zgadza się,4.08
4415,apply,zastosować,4.81
4416,regularly,regularnie,4.52
4417,francis,francis,4.39
4418,capable,zdolny,4.61
4419,minimum,minimum,4.69
4420,context,kontekst,4.63
4421,deputy,zastępca,4.55
4422,midnight,północ,4.31
4423,kentucky,Kentucky,4.3
4424,interesting,ciekawy,5.0
4425,merely,tylko,4.37
4426,promised,obiecany,4.49
4427,prisoner,więzień,4.2
4428,fishing,wędkarstwo,4.47
4429,supplies,dostawy,4.48
4430,keys,klucze,4.39
4431,fiction,fikcja,4.44
4432,style,styl,5.11
4433,dad,tata,4.95
4434,micro,mikro,4.08
4435,accepting,akceptujący,4.18
4436,intervention,interwencja,4.26
4437,usage,użycie,4.23
4438,continuing,ciągłe,4.48
4439,operators,operatorzy,4.19
4440,dressing,dressing,4.17
4441,substance,substancja,4.23
4442,pub,pub,4.23
4443,leading,wiodący,5.0
4444,tie,krawat,4.51
4445,sometimes,czasami,5.28
4446,score,wynik,4.83
4447,wins,zwycięstwa,4.7
4448,christopher,Christopher,4.22
4449,afghanistan,Afganistan,4.23
4450,dylan,dylan,4.05
4451,dark,ciemny,5.04
4452,kick,kopnięcie,4.72
4453,wells,studnie,4.25
4454,ready,gotowy,5.28
4455,elite,elita,4.4
4456,lease,dzierżawa,4.17
4457,brand,marka,4.83
4458,isolated,izolowany,4.24
4459,drag,opór,4.29
4460,jeans,dżinsy,4.09
4461,associations,stowarzyszenia,4.02
4462,markets,rynki,4.61
4463,protected,chroniony,4.51
4464,thus,w ten sposób,4.91
4465,hero,bohater,4.68
4466,continental,kontynentalny,4.02
4467,resources,zasoby,4.91
4468,spectrum,widmo,4.26
4469,consciousness,świadomość,4.13
4470,any,dowolny,6.07
4471,concentration,koncentracja,4.27
4472,export,eksport,4.24
4473,burn,spalić,4.53
4474,nights,noce,4.47
4475,sunday,niedziela,4.92
4476,alive,żywy,4.76
4477,novel,powieść,4.63
4478,girlfriend,dziewczyna,4.68
4479,designer,projektant,4.42
4480,roughly,w przybliżeniu,4.36
4481,rocks,kamienie,4.38
4482,cargo,ładunek,4.19
4483,diego,diego,4.36
4484,musicians,muzycy,4.09
4485,washington,waszyngton,5.08
4486,arrival,przyjazd,4.44
4487,link,link,4.99
4488,sons,synowie,4.5
4489,compensation,odszkodowanie,4.33
4490,roll,rola,4.75
4491,brandon,brandon,4.01
4492,bias,bias,4.18
4493,chairs,krzesła,4.02
4494,digital,cyfrowy,4.83
4495,tables,tabele,4.29
4496,present,obecny,5.18
4497,goals,cele,4.95
4498,richmond,Richmond,4.12
4499,large,duże,5.39
4500,material,materiał,4.95
4501,voices,głosy,4.35
4502,genius,geniusz,4.33
4503,sail,żagiel,4.01
4504,decade,dekada,4.52
4505,fisher,rybak,4.02
4506,reviewed,przeglądane,4.23
4507,aviation,lotnictwo,4.17
4508,rated,oceniane,4.3
4509,got,dostałem,5.91
4510,opportunity,okazja,4.95
4511,practical,praktyczne,4.48
4512,price,cena,5.23
4513,statistical,statystyczny,4.14
4514,excess,nadmiar,4.21
4515,ones,te,5.07
4516,actual,aktualny,4.85
4517,legal,prawny,5.08
4518,mistake,błąd,4.67
4519,tooth,ząb,4.08
4520,meat,mięso,4.63
4521,deck,talia,4.41
4522,span,span,4.07
4523,assigned,przydzielony,4.39
4524,resume,wznowienie,4.12
4525,bare,nagie,4.18
4526,monetary,finansowy,4.1
4527,changing,zmiana,4.76
4528,shore,brzeg,4.33
4529,diamond,diament,4.42
4530,blue,niebieski,5.13
4531,pearl,perła,4.14
4532,satellite,satelita,4.33
4533,fold,złożyć,4.08
4534,sympathy,współczucie,4.01
4535,des,des,4.25
4536,formula,wzór,4.45
4537,dead,zmarły,5.19
4538,counsel,doradztwo,4.16
4539,body,ciało,5.4
4540,perfect,doskonały,5.2
4541,birmingham,birmingham,4.18
4542,fame,sława,4.34
4543,newspaper,gazeta,4.6
4544,perspective,perspektywa,4.56
4545,hung,wiszące,4.21
4546,shape,kształt,4.72
4547,really,naprawdę,5.97
4548,peace,pokój,5.02
4549,telling,wymowny,4.92
4550,dare,wyzwanie,4.31
4551,heads,głowy,4.67
4552,true,prawda,5.4
4553,performing,występować,4.56
4554,earliest,najwcześniejszy,4.09
4555,axis,oś,4.02
4556,means,oznacza,5.44
4557,likes,polubienia,4.73
4558,stream,strumień,4.62
4559,magic,magia,4.76
4560,reasonable,rozsądny,4.59
4561,certificate,certyfikat,4.29
4562,smell,zapach,4.49
4563,challenged,wyzwanie,4.09
4564,gun,broń,4.96
4565,manufacturers,producenci,4.35
4566,alabama,Alabama,4.26
4567,void,pusty,4.01
4568,formerly,dawniej,4.24
4569,tom,tom,4.83
4570,bass,bas,4.28
4571,casting,odlewanie,4.15
4572,even,nawet,5.99
4573,again,ponownie,5.7
4574,acquired,nabyty,4.4
4575,bailey,bailey,4.06
4576,motorcycle,motocykl,4.07
4577,devoted,oddany,4.18
4578,emily,emily,4.14
4579,heritage,dziedzictwo,4.36
4580,justin,justin,4.32
4581,thumb,kciuk,4.01
4582,stable,stajnia,4.48
4583,particular,szczególnie,5.0
4584,vintage,vintage,4.18
4585,late,późno,5.34
4586,paragraph,akapit,4.03
4587,accurate,dokładny,4.57
4588,dramatic,dramatyczne,4.41
4589,post,opublikować,5.43
4590,rubber,guma,4.23
4591,diet,dieta,4.57
4592,licensed,licencjonowany,4.17
4593,mighty,potężny,4.1
4594,amy,Amy,4.2
4595,train,pociąg,4.96
4596,bit,bity,5.37
4597,size,rozmiar,5.13
4598,convert,przelicz,4.11
4599,garage,garaż,4.25
4600,article,artykuł,5.09
4601,earl,hrabia,4.18
4602,excellence,doskonałość,4.07
4603,kingdom,królestwo,4.62
4604,shoot,strzał,4.73
4605,college,uczelnia,5.27
4606,supports,wsparcie,4.42
4607,demo,demo,4.06
4608,month,miesiąc,5.25
4609,workers,pracownicy,4.95
4610,traditional,tradycyjny,4.84
4611,magical,magiczny,4.22
4612,bar,bar,4.94
4613,authentic,autentyczny,4.04
4614,mobility,mobilność,4.05
4615,predicted,przewidywany,4.12
4616,consultant,konsultant,4.13
4617,parish,parafia,4.11
4618,user,użytkownik,4.69
4619,write,pisać,5.03
4620,replacement,zamiennik,4.44
4621,farmer,rolnik,4.15
4622,flying,rekrutacja,4.71
4623,greek,grecki,4.5
4624,future,przyszłość,5.33
4625,bits,bity,4.18
4626,added,dodano,5.16
4627,peer,rówieśnik,4.14
4628,owners,właściciele,4.65
4629,lose,stracić,5.08
4630,lives,życie,5.14
4631,guinea,Gwinea,4.06
4632,swing,huśtawka,4.34
4633,difficulties,trudności,4.21
4634,cooling,chłodzenie,4.06
